,0
1795,"RT @BradMcElhinny: post 7 p.m. #whiteboard
-- Unemployment bill remains inactive
-- 15-wk abortion ban hasn't moved
-- Equal custody messag…"
1796,"RT @DDGriffith: @GOP When President Biden took office, over 18 million people were receiving unemployment benefits and today only 2 million…"
1797,"RT @JustinAHorwitz: In President Biden’s first full year in office, the unemployment rate has gone from 6.4% to 3.8%.

That is the largest…"
1798,"RT @BlackCatUnloads: When President Biden took office, over 18 million people were receiving unemployment benefits and today only 2 million…"
1799,"RT @MuellerSheWrote: Why do we subsidize oil companies with our tax dollars if they’re raking in billions in profit, but I have to fill out…"
1800,"RT @MuellerSheWrote: Why do we subsidize oil companies with our tax dollars if they’re raking in billions in profit, but I have to fill out…"
1801,"RT @BlackCatUnloads: When President Biden took office, over 18 million people were receiving unemployment benefits and today only 2 million…"
1802,"RT @MuellerSheWrote: Why do we subsidize oil companies with our tax dollars if they’re raking in billions in profit, but I have to fill out…"
1803,"Denton County Public Health reported 207 COVID-19 cases in The Colony in the month of February, a substantial drop from January’s reported 2,586 cases in the city. https://t.co/YJRLBImHtE"
1804,"@MillennialOther They’re so proud of a economy coming back after a lockdown. 6 million jobs! Wait, 9 million were lost. Oh well. Unemployment is down? Wait, UI benefits ran out. Oh well.

In August when the economy is a tire fire at least they can blame Putin

So much BS."
1805,"RT @MuellerSheWrote: Why do we subsidize oil companies with our tax dollars if they’re raking in billions in profit, but I have to fill out…"
1806,"RT @BlackCatUnloads: When President Biden took office, over 18 million people were receiving unemployment benefits and today only 2 million…"
1807,"RT @MuellerSheWrote: Why do we subsidize oil companies with our tax dollars if they’re raking in billions in profit, but I have to fill out…"
1808,@IntezAli @ehillenbrand1 @mikehand69 @FoxNews Unemployment rate does not include those who have given up looking for work.  Employment rate is truer measure. If no one is unemployed and no one is working the Unemployment rate would be 0.
1809,"@Acyn No dumb fuck, I wasn't able to get groceries when you were in office.  Gas wasn't as high then because no one could leave their house.  Unemployment was at an all-time high because there was a total lockdown. 
You, Trump are a failure."
1810,"RT @JustinAHorwitz: In President Biden’s first full year in office, the unemployment rate has gone from 6.4% to 3.8%.

That is the largest…"
1811,It been awhile but it’s time to tweet our pol @declanoscanlon who’s seems to think pumping your own gas lowers unemployment..I bet those 43 states removed masks before us too..god you really have no logic . Sad people elect you over and over… https://t.co/AYhSDhBGsk
1812,"RT @Rothbard1776: Media in 2020: Trump is solely responsible for the highest unemployment rate and worst GDP since the Great Depression.

M…"
1813,"RT @BlackCatUnloads: When President Biden took office, over 18 million people were receiving unemployment benefits and today only 2 million…"
1814,"RT @BlackCatUnloads: When President Biden took office, over 18 million people were receiving unemployment benefits and today only 2 million…"
1815,"@RepJeffries It's amazing what ending the Crats' ""Covid Response"" of mass unemployment and crushing poverty, and implementing a new policy of hyperinflation and punishing impoverishment can do to the federal government's cash flow."
1816,"RT @thehill: .@VP: ""Businesses are back open and 99 percent of our schools are no longer remote. [...] Unemployment is down 3.8 percent. Bl…"
1817,"RT @BlackCatUnloads: When President Biden took office, over 18 million people were receiving unemployment benefits and today only 2 million…"
1818,"RT @thehill: .@VP: ""Businesses are back open and 99 percent of our schools are no longer remote. [...] Unemployment is down 3.8 percent. Bl…"
1819,"RT @JeremyRedfernFL: @NikkiFried Florida is ranked #1 for higher education by @usnews, we have a 3.5% unemployment rate, and Florida is the…"
1820,"@st_weightloss 1, if you can count being phased out of a position and receiving 10 weeks of severance pay on top of unemployment, as being ""fired"""
1821,RT @RonnieRotten: And the jobs he claims to have created &amp; therefore off the unemployment numbers can be as minimal as one hour per fortnig…
1822,"RT @kf204: #amouranth on #g4? Did Sessler seal clap his way to unemployment? Are they trolling themselves? Feel free to give me your click,…"
1823,"RT @MuellerSheWrote: Why do we subsidize oil companies with our tax dollars if they’re raking in billions in profit, but I have to fill out…"
1824,"RT @MuellerSheWrote: Why do we subsidize oil companies with our tax dollars if they’re raking in billions in profit, but I have to fill out…"
1825,"RT @BlackCatUnloads: When President Biden took office, over 18 million people were receiving unemployment benefits and today only 2 million…"
1826,"@GOP 😂😂😂😂😂

You’re so stupid.  You had an 8% unemployment."
1827,"@mattinohio92 @red_divided @EricRiffe @SenTedCruz Damn you can't ever get a fact right
Showing results for today's unemployment
The unemployment rate was 3.8% in February 2022, which was 0.2 percentage points lower than in January 2022. This is higher than unemployment before the pandemic, which was around 3.5%."
1828,@PeterSchiff But Biden wasn’t in office when the Cares Act was signed and America approved of 3 Trillion to be printed and two stimulus checks in 2020 along with $600 in extra unemployment benefits per week. Trump signed off on that inflation of money supply.
1829,@MuftiWarschau @Jkyleass @akarlin0 @phl43 Americans don't face the same level of hardship Iranians put up with. Not just skyrocketing poverty and unemployment but also severe limitations on personal freedoms.
1830,"Which statement sounds more intellectual &amp; more likely  in a decade?
1. NZ's downfall has started. We'll be doomed. 🔺Interest rates, debt, unemployment🔺
2. Chin-up everyone, we'll do great! NZ will become one of the most powerful economies in the APAC🙂
#seductionofpessimism"
1831,"RT @MuellerSheWrote: Why do we subsidize oil companies with our tax dollars if they’re raking in billions in profit, but I have to fill out…"
1832,"RT @BlackCatUnloads: When President Biden took office, over 18 million people were receiving unemployment benefits and today only 2 million…"
1833,"RT @BlackCatUnloads: When President Biden took office, over 18 million people were receiving unemployment benefits and today only 2 million…"
1834,"@folding_laundry My grandmother had live-in help. I suspect that back then she just paid by check or cash. My grandmother certainly didn't pay into social security, withhold taxes, cover workers comp, unemployment, health insurance etc. All that administration is complicated and time consuming."
1835,"RT @BlackCatUnloads: When President Biden took office, over 18 million people were receiving unemployment benefits and today only 2 million…"
1836,@TaxIsTheft1 Low taxes + low unemployment + corporations hoarding capital
1837,RT @TarikCohen: How do I file for unemployment ? 🥴
1838,"RT @JustinAHorwitz: In President Biden’s first full year in office, the unemployment rate has gone from 6.4% to 3.8%.

That is the largest…"
1839,@Stahl4Congress @SteveRustad1 Truth? Trump had lower unemployment than Biden better gas prices than Biden lower inflation than Biden better overall economy than Biden and Trump completely owns and rents space in your head. 🤣
1840,"RT @MuellerSheWrote: Why do we subsidize oil companies with our tax dollars if they’re raking in billions in profit, but I have to fill out…"
1841,"This GOP plan would raise taxes by $1 trillion - The Washington Post

As well as phase out, over 5 years, Social Security&amp;  Medicare, military retirement benefits, veterans programs, unemployment compensation, student loans, deposit insurance and more.  https://t.co/i5MHavRFvO"
1842,"RT @MuellerSheWrote: Why do we subsidize oil companies with our tax dollars if they’re raking in billions in profit, but I have to fill out…"
1843,"RT @BillyRay5229: Again - Florida is:
#50 in Health coverage
#50 in unemployment insurance
#50 in affordable housing
#46 in teacher pay

Bu…"
1844,"RT @RealPatriot56: We don't go from the best economy with lowest inflation, lowest unemployment, safest, most energy independent status in…"
1845,"RT @MigunaMiguna: Meaning of #StateProject:

Illegally using public/state resources to campaign for personal interests, family, or friends.…"
1846,"@rachy_0101 @supernova_11_11 @savyrecords No, it's a sign it DID work. The lower fatalities in later variants are further proof. 

Vaxes saved 10-20 years of lockdown after lockdiwn &amp; saved millions of deaths.

But you go with male &amp; enjoy your unemployment.

I'm done with your ignorant cowardice"
1847,"RT @BillyRay5229: Again - Florida is:
#50 in Health coverage
#50 in unemployment insurance
#50 in affordable housing
#46 in teacher pay

Bu…"
1848,"@RepStefanik Reminder you voted no on increasing wages and the violence against women’s act.

Reminder, inflation is a global problem brought on by the pandemic

Reminder, pres. Biden has added the most jobs of any president in the first yr, brought down unemployment and increased the GDP."
1849,"@SteveRustad1 Better Economy, better inflation numbers, better gas prices, lower unemployment and he still rents space in your head! 🤣😂"
1850,@hughhewitt And also that unemployment and interest rates are really 15% and that Trump will be reinstated after the midterms.
1851,"RT @thehill: .@VP: ""Businesses are back open and 99 percent of our schools are no longer remote. [...] Unemployment is down 3.8 percent. Bl…"
1852,"RT @MuellerSheWrote: Why do we subsidize oil companies with our tax dollars if they’re raking in billions in profit, but I have to fill out…"
1853,"RT @Rothbard1776: Media in 2020: Trump is solely responsible for the highest unemployment rate and worst GDP since the Great Depression.

M…"
